userId,neighborId,similarity
681,6961,0.392
681,12594,0.405
681,12787,0.385
681,13524,0.444
681,11927,0.384
681,3672,0.447
681,11513,0.404
681,2970,0.35
684,5184,0.344
684,4784,0.467
684,4930,0.359
684,867,0.467
684,14468,0.43
684,4486,0.467
684,11847,0.395
684,2951,0.335
684,2256,0.448
684,12527,0.467
684,15120,0.467
684,12753,0.467
684,4818,0.42
684,9877,0.461
684,368,0.42
684,5591,0.464
684,378,0.352
684,3407,0.351
684,14087,0.324
684,11349,0.332
691,7552,0.716
691,14621,0.429
691,772,0.716
691,9957,0.518
691,1289,0.455
691,4586,0.663
691,8043,0.437
691,3917,0.709
691,3693,0.709
691,10960,0.454
691,3764,0.49
691,980,0.604
691,2581,0.702
691,11606,0.716
691,13657,0.661
691,15172,0.543
691,7484,0.428
691,12892,0.479
691,6909,0.455
691,9845,0.432
696,1120,0.546
696,10594,0.188
696,13285,0.38
696,7526,0.284
696,13681,0.17
696,5864,0.3
696,1162,0.147
696,2824,0.222
696,2832,0.201
696,10001,0.292
696,14162,0.546
696,6004,0.303
696,5358,0.186
696,15158,0.323
696,10711,0.323
696,2705,0.169
696,8441,0.157
696,70,0.193
696,6142,0.217
696,7845,0.241
700,4245,0.22
700,14402,0.204
700,2827,0.245
700,2884,0.195
700,3429,0.246
700,6408,0.214
700,11530,0.195
700,1995,0.246
700,78,0.221
700,10418,0.244
700,9731,0.195
700,5716,0.206
700,4917,0.246
700,4523,0.196
700,2168,0.196
700,1829,0.195
700,8154,0.219
700,5949,0.24
700,1374,0.292
700,1823,0.243
705,5282,0.465
705,5603,0.353
705,11332,0.465
705,12766,0.303
705,11688,0.293
705,15244,0.286
705,9322,0.351
705,1527,0.288
705,1947,0.307
705,13453,0.285
705,13693,0.307
705,5982,0.288
705,12312,0.295
705,14645,0.331
705,13335,0.335
705,6744,0.337
705,8830,0.288
705,4891,0.335
705,1725,0.468
705,1982,0.353
706,13728,0.538
706,2880,0.45
706,14563,0.457
706,14212,0.437
706,1414,0.468
706,5127,0.455
706,11688,0.875
706,5276,0.468
706,13453,0.831
706,3539,0.462
706,5693,0.534
706,11249,0.499
706,11757,0.737
706,12309,0.504
706,5014,0.831
706,11977,0.45
706,8987,0.529
706,12829,0.533
706,9981,0.5
706,8094,0.503
710,480,0.562
710,12032,0.533
710,5613,0.512
710,13955,0.514
710,14567,0.848
710,9193,0.701
710,6602,0.863
710,4679,0.79
710,13356,0.875
710,15245,0.596
710,4334,0.502
710,1581,0.701
710,1360,0.863
710,11632,0.53
710,8530,0.566
710,13013,0.524
710,13673,0.634
710,4985,0.58
710,4687,0.875
710,11135,0.733
712,2896,0.333
712,1665,0.436
712,895,0.445
712,5732,0.443
712,6860,0.351
712,8304,0.372
712,10154,0.443
712,108,0.385
712,5005,0.343
712,13326,0.445
712,9135,0.351
712,10544,0.378
712,2650,0.355
712,713,0.356
712,13048,0.353
712,10553,0.359
712,4058,0.399
712,14203,0.37
712,10138,0.356
712,10751,0.401
713,12035,0.422
713,2650,0.9
713,1722,0.498
713,9353,0.66
713,9514,0.461
713,15115,0.48
713,108,0.561
713,14285,0.726
713,10138,0.909
713,5393,0.656
713,14232,0.501
713,14899,0.495
713,8372,0.564
713,13178,0.455
713,14680,0.558
713,14756,0.471
713,11546,0.522
713,13427,0.411
713,11709,0.528
713,3230,0.65
715,11137,0.144
715,13123,0.624
715,11076,0.309
715,678,0.857
715,4097,0.107
715,1929,0.047
715,12267,0.012
715,5869,0.049
715,15353,0.019
715,9213,0.013
715,978,0.435
715,10803,0.527
715,7287,0.036
715,1746,0.21
715,13049,0.411
715,5156,0.022
715,12957,0.143
715,4286,0.038
715,13823,0.037
717,13936,0.317
717,9026,0.362
717,12611,0.343
717,3621,0.287
717,5971,0.258
717,521,0.308
717,12491,0.326
717,14669,0.449
717,9936,0.348
717,10960,0.228
717,7363,0.34
717,5492,0.261
717,9109,0.231
717,3734,0.246
717,5257,0.326
717,9208,0.232
717,14393,0.379
717,2793,0.266
717,92,0.362
717,6693,0.238
722,13697,0.385
722,1698,0.626
722,10283,0.264
722,4998,0.261
722,4109,0.268
722,14833,0.372
722,13130,0.575
722,9223,0.324
722,3052,0.308
722,6733,0.282
722,2127,0.31
722,13810,0.243
722,12273,0.371
722,14898,0.374
722,1505,0.265
722,8116,0.314
722,8085,0.441
722,13590,0.396
722,2359,0.246
722,5662,0.372
725,960,0.094
725,15234,0.141
725,11204,0.111
725,11862,0.175
725,1478,0.279
725,7656,0.342
725,1853,0.097
725,10365,0.089
725,109,0.358
725,1262,0.19
725,3901,0.116
725,12136,0.451
725,13716,0.095
725,13942,0.202
725,855,0.121
725,5018,0.108
725,10294,0.098
725,10301,0.297
725,12990,0.41
725,6469,0.088
729,13888,0.107
729,13793,0.104
729,1154,0.095
729,3523,0.086
729,6180,0.165
729,2886,0.158
729,3238,0.097
729,4679,0.094
729,13450,0.13
729,7051,0.131
729,6092,0.102
729,11151,0.101
729,8497,0.119
729,1170,0.08
729,10995,0.096
729,14996,0.088
729,7575,0.095
729,11383,0.094
729,4604,0.083
729,14783,0.081
733,7645,0.168
733,15329,0.198
733,8034,0.253
733,4227,0.276
733,8260,0.205
733,12102,0.25
733,12967,0.189
733,554,0.179
733,5045,0.167
733,8975,0.207
733,3203,0.192
733,1012,0.213
733,5653,0.252
733,11639,0.177
733,8356,0.181
733,7193,0.185
733,3994,0.253
733,7711,0.181
733,4541,0.204
733,14047,0.327
739,11425,0.45
739,13574,0.475
739,10276,0.424
739,9381,0.597
739,8870,0.597
739,3687,0.431
739,3244,0.407
739,4326,0.415
739,13996,0.597
739,11213,0.597
739,6670,0.452
739,14317,0.572
739,884,0.597
739,9806,0.597
739,2678,0.428
739,472,0.426
739,9854,0.403
739,12636,0.597
739,3293,0.429
739,4606,0.592
741,10691,0.289
741,1636,0.305
741,3269,0.338
741,2951,0.412
741,2760,0.41
741,10697,0.289
741,6354,0.289
741,7149,0.289
741,6350,0.289
741,12527,0.289
741,15120,0.289
741,12753,0.289
741,7090,0.307
741,14613,0.289
741,7561,0.289
741,10874,0.289
741,7327,0.289
741,8828,0.317
741,12925,0.289
741,14591,0.289
744,7470,0.046
747,13632,0.428
747,14753,0.269
747,2018,0.472
747,13819,0.362
747,699,0.336
747,5543,0.399
747,4209,0.301
747,2537,0.484
747,4618,0.351
747,15278,0.438
747,7185,0.421
747,7602,0.633
747,10030,0.603
747,4726,0.625
747,10839,0.408
747,1818,0.625
747,3227,0.457
747,3228,0.335
747,638,0.33
747,2405,0.278
750,4865,0.571
750,12579,0.413
750,4836,0.357
750,5829,0.33
750,934,0.327
750,5025,0.287
750,14792,0.303
750,15308,0.348
750,2598,0.32
750,8556,0.33
750,3887,0.416
750,13584,0.438
750,8755,0.274
750,4116,0.279
750,247,0.464
750,474,0.533
750,431,0.285
750,1210,0.341
750,9406,0.389
750,11839,0.304
757,3920,0.195
757,6096,0.198
757,12869,0.214
757,6598,0.2
757,14856,0.193
757,13962,0.414
757,12285,0.202
757,4686,0.372
757,4495,0.234
757,6576,0.439
757,13816,0.232
757,13075,0.213
757,9429,0.327
757,10423,0.221
757,8472,0.217
757,1369,0.253
757,12698,0.208
757,14940,0.214
757,14909,0.237
757,6782,0.261
759,7366,0.576
759,14400,0.389
759,555,0.37
759,5956,0.464
759,10949,0.576
759,4102,0.48
759,252,0.354
759,5450,0.58
759,6411,0.576
759,3620,0.383
759,5805,0.58
759,12974,0.58
759,10191,0.43
759,12529,0.459
759,4631,0.576
759,4985,0.438
759,8607,0.412
759,13948,0.576
759,6909,0.459
759,10207,0.457
761,10464,0.349
761,6391,0.267
761,9001,0.346
761,1034,0.317
761,14635,0.456
761,2170,0.326
761,6509,0.335
761,2510,0.299
761,5743,0.26
761,1464,0.448
761,5778,0.412
761,4979,0.26
761,6709,0.346
761,7063,0.344
761,6200,0.375
761,13690,0.385
761,1011,0.25
761,6653,0.391
761,3166,0.457
761,8063,0.456
773,4000,0.189
773,175,0.109
773,7811,0.069
773,3657,0.057
773,11852,0.143
773,877,0.084
773,15093,0.054
773,3021,0.21
773,9161,0.056
773,13233,0.172
773,5010,0.083
773,6675,0.058
773,8245,0.096
773,5143,0.057
773,217,0.11
773,13818,0.069
773,1147,0.101
773,4796,0.251
773,1726,0.058
773,8191,0.081
777,7712,0.11
777,9987,0.273
777,11118,0.084
777,2181,0.149
777,6630,0.201
777,9127,0.14
777,3913,0.143
777,1579,0.182
777,3533,0.121
777,6894,0.264
777,12287,0.269
777,5489,0.067
777,13062,0.084
777,4084,0.084
777,1973,0.121
777,14810,0.074
777,7839,0.127
777,957,0.067
777,574,0.103
777,12741,0.127
780,8640,0.162
780,9538,0.242
780,11259,0.153
780,3588,0.18
780,13861,0.162
780,1787,0.152
780,11176,0.163
780,11849,0.157
780,11498,0.195
780,2338,0.214
780,3890,0.164
780,13074,0.321
780,2547,0.159
780,10519,0.212
780,5496,0.153
780,14271,0.158
780,11676,0.164
780,2077,0.154
780,8574,0.216
780,15231,0.172
782,1952,0.896
782,14624,0.729
782,9029,0.87
782,9383,0.905
782,9101,0.69
782,7145,0.905
782,2058,0.905
782,15212,0.905
782,6701,0.79
782,5441,0.689
782,12685,0.721
782,10186,0.721
782,11474,0.905
782,10229,0.905
782,11480,0.817
782,8473,0.905
782,7774,0.689
782,13322,0.792
782,3326,0.905
782,14558,0.689
784,7966,0.141
784,11766,0.227
784,12550,0.26
784,2844,0.162
784,6678,0.159
784,8070,0.149
784,5582,0.232
784,12541,0.412
784,12169,0.144
784,1042,0.254
784,686,0.174
784,3286,0.294
784,8665,0.15
784,11416,0.178
784,5369,0.151
784,11910,0.16
784,13398,0.193
784,2237,0.212
784,2494,0.291
784,12613,0.236
787,8640,0.623
787,14721,0.58
787,11043,0.563
787,6817,0.371
787,3078,0.774
787,13639,0.664
787,6505,0.437
787,14987,0.833
787,8825,0.406
787,306,0.579
787,13315,0.558
787,14355,0.518
787,4465,0.343
787,4658,0.762
787,4787,0.579
787,1014,0.905
787,15026,0.619
787,10872,0.402
787,7841,0.579
787,2573,0.464
788,11202,0.614
788,14916,0.368
788,14789,0.521
788,2918,0.312
788,15047,0.395
788,14057,0.456
788,138,0.692
788,4655,0.612
788,11426,0.357
788,3682,0.474
788,4807,0.378
788,2077,0.499
788,10116,0.316
788,14814,0.335
788,7565,0.372
788,12537,0.436
788,346,0.436
788,10651,0.559
788,14365,0.439
788,222,0.47
789,3101,0.279
789,10241,0.33
789,14755,0.402
789,10660,0.277
789,9926,0.325
789,5287,0.323
789,9130,0.301
789,13451,0.532
789,6157,0.326
789,10861,0.33
789,1933,0.353
789,2033,0.365
789,8210,0.553
789,12627,0.547
789,6167,0.494
789,9721,0.276
789,14298,0.353
789,15137,0.29
789,5278,0.544
789,1885,0.277
791,3264,0.166
791,11105,0.178
791,4271,0.137
791,9447,0.192
791,15080,0.149
791,15145,0.249
791,14570,0.164
791,14951,0.175
791,14380,0.161
791,12749,0.138
791,10254,0.176
791,3453,0.222
791,8976,0.181
791,5681,0.156
791,6830,0.155
791,4841,0.136
791,6447,0.222
791,2154,0.167
791,6622,0.15
791,11039,0.158
792,80,0.067
792,13121,0.076
792,4386,0.049
792,6883,0.276
792,3956,0.094
792,4789,0.342
792,6230,0.148
792,13431,0.307
792,8892,0.097
792,15069,0.075
792,5869,0.043
796,1344,0.197
796,13283,0.553
796,10980,0.266
796,3109,0.218
796,13798,0.213
796,234,0.36
796,14764,0.331
796,8018,0.348
796,10269,0.433
796,2194,0.405
796,10102,0.192
796,1044,0.255
796,821,0.359
796,13814,0.206
796,2436,0.192
796,3322,0.197
796,14077,0.289
796,5116,0.233
796,8509,0.255
796,9935,0.206
801,997,0.139
801,5073,0.105
801,14088,0.132
801,9916,0.132
801,13099,0.112
801,2733,0.152
801,3182,0.105
801,3517,0.116
801,13936,0.111
801,14769,0.106
801,7317,0.167
801,7638,0.181
801,3383,0.112
801,4312,0.125
801,7641,0.117
801,3962,0.119
801,6108,0.124
801,3133,0.137
801,6622,0.134
801,2309,0.236
806,11888,0.195
806,10946,0.243
806,10235,0.226
806,11265,0.171
806,9605,0.397
806,13159,0.24
806,6684,0.171
806,3306,0.174
806,12471,0.184
806,13772,0.191
806,8322,0.195
806,80,0.196
806,881,0.216
806,12084,0.309
806,1143,0.276
806,7480,0.278
806,8468,0.217
806,15259,0.304
806,15356,0.226
806,11582,0.426
808,7360,0.546
808,4443,0.389
808,6725,0.543
808,9927,0.356
808,13993,0.533
808,1356,0.441
808,8082,0.546
808,6702,0.546
808,13519,0.546
808,14509,0.437
808,8978,0.546
808,14771,0.411
808,9065,0.389
808,13358,0.373
808,13815,0.546
808,8280,0.546
808,1274,0.546
808,12303,0.456
808,6332,0.509
808,7397,0.431
810,13169,0.044
810,11810,0.087
810,1875,0.059
810,12725,0.052
810,6345,0.086
810,14632,0.025
810,617,0.226
810,2619,0.13
810,3406,0.043
810,6911,0.142
813,9728,0.41
813,1408,0.41
813,6787,0.41
813,4484,0.408
813,5797,0.338
813,5953,0.353
813,2472,0.369
813,4777,0.41
813,7564,0.318
813,1327,0.359
813,4657,0.41
813,9939,0.367
813,399,0.323
813,3510,0.41
813,10679,0.408
813,312,0.369
813,11897,0.41
813,7354,0.368
813,7835,0.341
813,3144,0.353
816,9968,0.139
816,8603,0.217
816,614,0.103
816,4134,0.129
816,1128,0.214
816,9418,0.116
816,12399,0.124
816,15084,0.1
816,10959,0.157
816,13712,0.155
816,5688,0.265
816,2728,0.1
816,11542,0.179
816,2104,0.185
816,3289,0.207
816,3547,0.136
816,12891,0.137
816,9949,0.102
816,10206,0.166
816,3563,0.1
820,2240,0.162
820,4289,0.179
820,5346,0.157
820,931,0.253
820,6080,0.16
820,14021,0.228
820,10855,0.162
820,9896,0.162
820,4457,0.152
820,4234,0.215
820,11,0.177
820,1868,0.162
820,11630,0.177
820,12600,0.228
820,9635,0.167
820,4502,0.153
820,7992,0.17
820,12633,0.158
820,11165,0.163
820,4575,0.187
826,7648,0.316
826,3968,0.152
826,14338,0.238
826,5195,0.225
826,9700,0.181
826,6918,0.229
826,305,0.127
826,3560,0.225
826,3753,0.333
826,9707,0.21
826,9326,0.178
826,15160,0.144
826,13808,0.169
826,4072,0.151
826,1587,0.132
826,10805,0.135
826,14864,0.144
826,4376,0.21
826,4249,0.241
826,9051,0.156
827,13473,0.133
827,6306,0.149
827,1795,0.142
827,1573,0.149
827,1670,0.134
827,7751,0.154
827,11144,0.15
827,14315,0.133
827,10670,0.189
827,12719,0.133
827,15363,0.134
827,12078,0.133
827,9270,0.149
827,14904,0.177
827,4569,0.149
827,13050,0.173
827,14203,0.138
827,12732,0.14
827,4058,0.149
827,10751,0.149
828,8160,0.197
828,5027,0.14
828,14564,0.196
828,5334,0.141
828,3238,0.159
828,2600,0.14
828,9768,0.195
828,10795,0.155
828,14860,0.128
828,13741,0.131
828,2173,0.13
828,6481,0.193
828,6997,0.157
828,7158,0.148
828,13188,0.136
828,4954,0.193
828,2843,0.196
828,378,0.186
828,5374,0.14
828,3327,0.226
831,7872,0.098
831,3937,0.097
831,5762,0.103
831,836,0.112
831,1093,0.109
831,3495,0.149
831,6791,0.103
831,13292,0.1
831,14670,0.14
831,14415,0.117
831,3953,0.206
831,2869,0.113
831,14102,0.147
831,3223,0.111
831,14488,0.111
831,3833,0.163
831,8783,0.11
831,220,0.101
831,3726,0.102
831,159,0.211
833,14859,0.195
833,484,0.206
833,4613,0.235
833,15270,0.297
833,5066,0.195
833,11499,0.334
833,15180,0.227
833,14137,0.196
833,3182,0.468
833,613,0.205
833,561,0.233
833,2642,0.238
833,1331,0.241
833,3318,0.382
833,4983,0.391
833,9272,0.24
833,15065,0.316
833,10010,0.228
833,6363,0.195
833,7359,0.426
834,1725,0.274
834,5282,0.273
834,4891,0.195
834,11332,0.273
834,6408,0.212
834,13294,0.191
834,6894,0.191
834,12738,0.185
834,78,0.219
834,303,0.216
834,9394,0.274
834,9987,0.192
834,14645,0.194
834,13726,0.191
834,8154,0.217
834,1947,0.22
834,11484,0.183
834,13693,0.22
834,1982,0.206
834,12287,0.191
835,13856,0.701
835,11072,0.232
835,4579,0.361
835,10365,0.081
835,6763,0.156
835,12908,0.2
835,2253,0.079
835,3086,0.185
835,9085,0.086
835,1137,0.261
835,2802,0.099
835,6499,0.156
835,3886,0.293
835,4214,0.183
835,12057,0.112
835,8218,0.129
835,7003,0.252
835,2528,0.141
835,8542,0.107
835,2207,0.123
839,12096,0.278
839,6052,0.312
839,3525,0.25
839,391,0.326
839,14280,0.325
839,15342,0.234
839,1828,0.234
839,1959,0.243
839,8205,0.328
839,7214,0.293
839,1105,0.234
839,532,0.234
839,9172,0.325
839,4213,0.327
839,2775,0.234
839,8760,0.274
839,13689,0.251
839,14263,0.233
839,14973,0.328
839,261,0.234
850,7723,0.289
850,4707,0.3
850,5764,0.403
850,5157,0.356
850,3014,0.353
850,15239,0.276
850,4712,0.456
850,2442,0.286
850,439,0.534
850,9868,0.259
850,15053,0.532
850,3183,0.356
850,6960,0.43
850,1713,0.367
850,7058,0.527
850,5015,0.489
850,5192,0.269
850,7460,0.351
850,2716,0.421
850,9086,0.413
852,11803,0.229
852,10625,0.229
852,14289,0.203
852,8675,0.236
852,7526,0.193
852,4902,0.228
852,8061,0.226
852,8940,0.228
852,14766,0.201
852,5935,0.229
852,5680,0.253
852,785,0.223
852,7163,0.199
852,533,0.194
852,13023,0.203
852,695,0.203
852,12731,0.228
852,221,0.236
852,478,0.254
852,6495,0.229
853,290,0.366
853,11205,0.603
853,6097,0.341
853,9385,0.458
853,14538,0.593
853,2567,0.338
853,12044,0.46
853,8749,0.423
853,2510,0.485
853,397,0.36
853,336,0.392
853,12022,0.558
853,1046,0.593
853,5463,0.41
853,1048,0.37
853,5401,0.456
853,8666,0.606
853,12155,0.355
853,2588,0.436
853,12189,0.461
854,10592,0.152
854,14144,0.119
854,1793,0.046
854,4261,0.096
854,935,0.15
854,14794,0.044
854,4967,0.366
854,11820,0.3
854,12206,0.145
854,12119,0.226
854,11156,0.322
854,14549,0.049
854,11639,0.172
854,4100,0.035
854,7578,0.035
854,2811,0.085
854,2492,0.145
854,2887,0.134
854,382,0.268
854,12415,0.288
857,353,0.529
857,2658,0.431
857,2971,0.289
857,14469,0.344
857,12678,0.353
857,2017,0.463
857,14025,0.397
857,13162,0.393
857,6668,0.286
857,5218,0.488
857,653,0.384
857,6529,0.347
857,15345,0.353
857,466,0.588
857,11942,0.329
857,10166,0.344
857,5719,0.636
857,11192,0.282
857,8763,0.488
857,10078,0.466
862,12736,0.196
862,10656,0.196
862,9410,0.175
862,772,0.196
862,10309,0.196
862,12775,0.173
862,4586,0.192
862,1451,0.196
862,11948,0.196
862,3917,0.195
862,10765,0.235
862,7552,0.196
862,2581,0.195
862,11606,0.196
862,13124,0.176
862,13657,0.183
862,8036,0.183
862,7901,0.168
862,8733,0.255
862,3693,0.195
867,5184,0.678
867,4784,0.909
867,4930,0.707
867,13859,0.601
867,4486,0.909
867,11847,0.767
867,2951,0.66
867,2256,0.874
867,845,0.629
867,12527,0.909
867,15120,0.909
867,12753,0.909
867,4818,0.821
867,9877,0.889
867,368,0.821
867,5591,0.9
867,8633,0.621
867,3407,0.688
867,14087,0.638
867,11349,0.654
869,12096,0.544
869,2240,0.459
869,9443,0.457
869,6052,0.581
869,3525,0.491
869,4070,0.521
869,391,0.634
869,14280,0.627
869,1959,0.476
869,8205,0.637
869,15342,0.459
869,1105,0.459
869,532,0.459
869,4213,0.633
869,1828,0.459
869,13689,0.492
869,14263,0.457
869,11679,0.458
869,14973,0.637
869,8485,0.474
873,9920,0.434
873,9792,0.344
873,9347,0.223
873,13220,0.222
873,12038,0.216
873,4551,0.185
873,8936,0.244
873,1993,0.188
873,8938,0.237
873,12012,0.479
873,5645,0.255
873,12910,0.385
873,10096,0.198
873,3824,0.424
873,9568,0.269
873,4467,0.262
873,2966,0.508
873,2672,0.22
873,11454,0.233
873,6463,0.235
874,3968,0.296
874,4386,0.024
874,9300,0.469
874,12838,0.1
874,1689,0.237
874,8363,0.137
879,7649,0.244
879,14082,0.241
879,6435,0.355
879,105,0.284
879,10350,0.25
879,4366,0.294
879,13200,0.217
879,11345,0.318
879,7218,0.259
879,8403,0.355
879,980,0.21
879,7118,0.298
879,5846,0.395
879,12472,0.358
879,10169,0.213
879,5978,0.269
879,514,0.227
879,7837,0.285
879,1374,0.283
879,14709,0.242
883,10086,0.084
883,3202,0.499
883,5987,0.221
883,9572,0.18
883,13477,0.425
883,14246,0.343
883,11241,0.161
883,13611,0.258
883,10636,0.267
883,9710,0.25
883,5711,0.171
883,13458,0.091
883,10067,0.324
883,15252,0.086
883,14572,0.13
883,10198,0.321
883,2281,0.101
883,9018,0.247
883,11171,0.091
883,12037,0.356
884,2246,0.58
884,11425,0.69
884,739,0.597
884,10276,0.65
884,9381,0.909
884,13574,0.726
884,3687,0.66
884,4326,0.637
884,14317,0.857
884,3244,0.625
884,11213,0.909
884,6670,0.692
884,8870,0.909
884,9806,0.909
884,2678,0.656
884,472,0.653
884,9854,0.619
884,12636,0.909
884,3293,0.657
884,4606,0.901
886,15168,0.436
886,12705,0.389
886,12738,0.595
886,9283,0.42
886,11876,0.721
886,14806,0.406
886,6792,0.604
886,13481,0.526
886,6775,0.424
886,1549,0.45
886,8177,0.55
886,6035,0.43
886,10899,0.721
886,7541,0.595
886,694,0.428
886,8969,0.539
886,14390,0.386
886,220,0.435
886,13150,0.828
886,12309,0.558
888,5659,0.201
888,8578,0.237
888,7587,0.235
888,8708,0.237
888,9477,0.237
888,3398,0.195
888,12744,0.237
888,13258,0.186
888,12237,0.199
888,4189,0.188
888,7163,0.232
888,4624,0.225
888,10324,0.236
888,695,0.237
888,8134,0.184
888,3001,0.235
888,13023,0.237
888,10909,0.195
888,3070,0.237
888,6943,0.236
890,4256,0.318
890,8925,0.312
890,2883,0.437
890,9766,0.438
890,14449,0.473
890,7049,0.407
890,2444,0.515
890,9614,0.578
890,4559,0.636
890,2928,0.353
890,11025,0.508
890,2968,0.306
890,15123,0.492
890,2004,0.443
890,14558,0.303
890,6857,0.337
890,11608,0.365
890,1788,0.332
890,7453,0.433
890,7998,0.335
899,13121,0.044
899,1067,0.102
899,4260,0.299
899,13511,0.026
899,12583,0.274
899,9420,0.283
899,9454,0.078
899,5874,0.025
899,8243,0.089
899,11384,0.139
899,9796,0.084
899,3450,0.026
899,995,0.017
899,831,0.071
900,2636,0.259
900,7526,0.254
900,10691,0.301
900,3717,0.3
900,8403,0.3
900,10697,0.301
900,7327,0.301
900,4076,0.256
900,14766,0.265
900,3023,0.3
900,7919,0.27
900,4050,0.301
900,6435,0.3
900,6260,0.266
900,11081,0.294
900,8088,0.332
900,14651,0.255
900,527,0.301
900,9693,0.28
900,14591,0.301
905,13216,0.385
905,11776,0.276
905,5538,0.312
905,14916,0.313
905,13318,0.418
905,1406,0.418
905,1218,0.197
905,14958,0.231
905,14071,0.282
905,6066,0.212
905,14003,0.578
905,11508,0.327
905,11061,0.341
905,6423,0.578
905,7776,0.253
905,13658,0.363
905,2299,0.51
905,149,0.196
905,1438,0.314
905,9956,0.25
907,6176,0.428
907,12704,0.389
907,2594,0.325
907,1989,0.372
907,8133,0.43
907,9767,0.303
907,13739,0.347
907,10636,0.374
907,12784,0.45
907,1937,0.288
907,3250,0.455
907,52,0.48
907,309,0.321
907,630,0.423
907,3352,0.536
907,921,0.399
907,2106,0.769
907,5889,0.287
907,1786,0.652
907,13631,0.474
908,10454,0.179
908,2208,0.172
908,10530,0.157
908,7683,0.184
908,15350,0.209
908,9571,0.168
908,6599,0.222
908,6987,0.195
908,6412,0.18
908,14830,0.193
908,5552,0.149
908,4241,0.256
908,9155,0.277
908,11253,0.308
908,4598,0.237
908,12056,0.174
908,2426,0.14
908,4797,0.157
908,5086,0.231
908,5631,0.243
909,1760,0.462
909,2497,0.454
909,1282,0.113
909,15075,0.315
909,11045,0.173
909,6593,0.197
909,4426,0.344
909,887,0.111
909,3533,0.117
909,4911,0.18
909,15216,0.396
909,15249,0.265
909,7283,0.132
909,660,0.291
909,6101,0.135
909,13206,0.108
909,3863,0.33
909,2442,0.236
909,1598,0.172
909,8997,0.135
916,5317,0.441
919,769,0.423
919,13645,0.386
919,2862,0.412
919,8679,0.343
919,2184,0.377
919,15241,0.657
919,6158,0.638
919,11127,0.451
919,7116,0.5
919,6765,0.871
919,2222,0.537
919,5167,0.657
919,12432,0.432
919,2354,0.36
919,4172,0.656
919,5258,0.391
919,3223,0.545
919,2268,0.503
919,2205,0.401
919,95,0.33
926,14235,0.124
927,13377,0.181
927,9394,0.193
927,1507,0.19
927,12036,0.242
927,6823,0.231
927,4252,0.19
927,12810,0.241
927,7978,0.185
927,7149,0.242
927,6350,0.242
927,112,0.242
927,6706,0.242
927,14613,0.242
927,6967,0.225
927,2404,0.191
927,12090,0.242
927,13217,0.181
927,13532,0.221
927,12925,0.242
927,2271,0.242
929,14496,0.307
929,2880,0.167
929,3138,0.364
929,6282,0.155
929,1634,0.258
929,8524,0.321
929,1837,0.225
929,2990,0.264
929,2461,0.165
929,7632,0.198
929,12881,0.203
929,8659,0.152
929,12501,0.308
929,6743,0.131
929,4509,0.128
929,2873,0.134
929,7674,0.185
929,14683,0.358
929,14362,0.174
929,2453,0.229
937,4505,0.305
937,12171,0.263
937,8968,0.262
937,6729,0.34
937,10985,0.314
937,460,0.257
937,15161,0.319
937,686,0.33
937,303,0.441
937,9394,0.558
937,1581,0.276
937,7150,0.278
937,10966,0.328
937,9,0.353
937,3832,0.341
937,2297,0.321
937,11484,0.375
937,13373,0.386
937,5075,0.272
937,7007,0.32
942,834,0.142
942,8187,0.251
942,7717,0.368
942,14443,0.186
942,3630,0.599
942,3602,0.121
942,7054,0.207
942,12879,0.119
942,7089,0.442
942,14546,0.162
942,51,0.251
942,14036,0.226
942,7477,0.251
942,118,0.235
942,12721,0.136
942,1599,0.129
942,13878,0.137
942,315,0.265
942,574,0.333
942,4453,0.134
944,6689,0.426
944,10402,0.223
944,11249,0.196
944,8933,0.38
944,11559,0.258
944,11177,0.231
944,4362,0.241
944,15179,0.258
944,7276,0.211
944,5901,0.258
944,1806,0.249
944,11696,0.217
944,8241,0.35
944,594,0.206
944,2708,0.223
944,4858,0.315
944,10495,0.198
944,8700,0.275
944,6493,0.35
944,13343,0.425
946,3040,0.289
946,13346,0.402
946,6355,0.246
946,4340,0.27
946,454,0.292
946,1478,0.266
946,7603,0.389
946,10430,0.599
946,14850,0.34
946,9043,0.504
946,9620,0.883
946,3957,0.645
946,11127,0.499
946,13944,0.278
946,8569,0.589
946,4346,0.589
946,623,0.675
946,8605,0.259
946,14942,0.511
946,14307,0.223
947,13904,0.186
947,11920,0.097
947,9507,0.131
947,9860,0.043
947,4677,0.358
947,3502,0.041
947,5624,0.227
947,7619,0.073
947,6239,0.071
949,1433,0.317
949,9601,0.315
949,13890,0.388
949,4931,0.5
949,8292,0.399
949,3270,0.326
949,2257,0.341
949,14346,0.373
949,12108,0.336
949,1981,0.351
949,13808,0.321
949,14897,0.426
949,11731,0.326
949,9081,0.343
949,9206,0.474
949,4983,0.388
949,10649,0.355
949,14842,0.367
949,1435,0.408
949,14250,0.353
956,10496,0.251
956,4560,0.157
956,10618,0.15
956,6982,0.266
956,6407,0.176
956,12552,0.15
956,10805,0.153
956,6413,0.33
956,9326,0.201
956,5005,0.183
956,12912,0.321
956,15025,0.171
956,1555,0.281
956,4398,0.18
956,758,0.254
956,6202,0.231
956,12668,0.234
956,3130,0.283
956,3870,0.191
956,12767,0.235
958,3265,0.439
958,2147,0.234
958,11352,0.212
958,11846,0.31
958,12404,0.206
958,712,0.25
958,10793,0.276
