ItemId,avg
9036,3.0
9037,4.2
9038,7.0
9040,5.875
9041,8.5
9043,5.0
9044,7.0
9045,6.63636
9046,6.0
9047,7.83333
9048,7.0
9049,7.0
9051,6.625
9052,7.22222
9053,7.5
9054,8.0
9055,3.5
9056,8.0
9057,6.0
9058,7.0
9059,6.0
9060,6.75
9061,2.33333
9062,6.0
9063,2.0
9064,7.66667
9065,7.0
9066,5.5
9067,5.0
9069,4.57143
9070,5.96
9071,5.5
9072,5.0
9073,5.0
9074,7.71053
9075,6.5
9076,1.0
9077,6.0
9078,4.69231
9080,3.0
9081,2.0
9082,10.0
9084,5.66667
9085,6.0
9086,5.0
9088,5.5
9089,8.0
9091,7.0
9092,6.25
9093,5.0
9094,4.0
9095,7.33333
9096,7.0
9097,7.42857
9098,8.75
9100,9.0
9101,4.0
9102,2.0
9103,7.0
9104,8.0
9105,7.0
9106,5.6875
9107,6.5
9108,5.0
9109,10.0
9110,7.0
9111,7.0
9113,8.0
9114,4.6
9115,10.0
9116,8.4
9117,10.0
9118,5.0
9119,8.44444
9120,3.5
9121,7.66667
9122,7.0
9123,6.85714
9124,7.5
9125,6.7619
9126,9.66667
9127,7.5
9128,6.0
9130,8.0
9131,5.0
9132,4.0
9133,8.5
9134,6.41667
9135,7.5
9136,9.0
9137,5.0
9139,7.0
9140,5.0
9141,6.33333
9142,7.0
9143,5.0
9144,7.0
9145,5.5
9146,9.0
9147,4.0
9148,8.66667
9149,4.66667
9150,7.0
9151,9.0
9152,8.0
9153,9.0
9154,5.9375
9156,5.0
9157,4.0
9158,6.0
9159,8.0
9160,7.33333
9161,6.4
9162,3.0
9163,5.0
9164,6.25
9165,7.33333
9167,7.0
9168,5.5
9170,8.0
9171,6.0
9172,7.6
9173,6.69231
9174,10.0
9175,6.5
9176,5.5
9177,8.3
9178,7.25
9179,5.0
9180,8.0
9181,7.2
9182,8.0
9183,8.875
9185,6.33333
9186,8.05882
9187,3.0
9188,3.0
9189,8.25
9190,6.0
9191,8.0
9192,9.0
9193,5.0
9194,7.92593
9195,8.0
9196,4.0
9197,6.77778
9198,10.0
9199,1.0
9200,3.0
9201,7.0
9202,5.33333
9203,6.2
9204,8.0
9205,5.0
9206,5.0
9207,4.66667
9208,1.0
9209,1.0
9210,7.33333
9211,4.0
9212,7.0
9213,9.0
9214,5.5
9215,7.0
9216,6.0
9218,3.0
9219,5.75
9220,8.0
9221,3.0
9222,8.0
9223,7.2
9224,9.0
9226,9.0
9227,7.0
9228,7.0
9229,8.0
9231,6.0
9232,6.0
9233,6.7907
9235,6.0
9236,4.0
9237,7.85714
9238,6.0
9239,6.2
9240,8.0
9241,7.0
9242,4.63636
9243,7.72727
9244,8.0
9245,8.0
9246,9.0
9247,3.0
9248,3.0
9249,6.66667
9250,2.0
9251,1.0
9252,7.0
9254,7.0
9255,7.0
9257,5.83871
9258,8.0
9259,6.0
9260,6.0
9261,5.0
9262,7.5
9263,7.0
9264,8.5
9265,3.0
9266,7.5
9267,8.0
9268,5.0
9269,6.5
9270,8.5
9271,7.0
9272,6.8
9273,3.0
9274,7.0
9275,6.0
9276,7.6
9277,5.0
9278,8.0
9279,3.0
9280,10.0
9281,6.0
9282,10.0
9283,7.0
9284,8.0
9285,4.0
9286,7.0
9287,7.44444
9288,7.0
9289,6.0
9290,7.0
9291,10.0
9292,6.0
9293,8.66667
9294,7.5
9295,8.0
9296,1.0
9298,7.0
9300,8.5
9302,6.7
9303,5.5
9304,8.0
9305,6.4
9306,3.33333
9307,5.0
9308,7.59091
9309,8.0
9311,7.0
9312,3.0
9313,6.0
9314,6.0
9316,3.0
9317,7.71429
9318,10.0
9319,9.0
9320,2.0
9321,4.33333
9322,4.0
9324,7.84211
9325,8.0
9326,8.25
9327,7.6
9328,7.0
9329,8.16667
9330,7.0
9332,8.0
9333,8.0
9334,7.22222
9335,6.6
9336,6.69231
9337,5.33333
9338,5.5
9339,9.0
9341,10.0
9342,9.0
9343,6.0
9344,7.0
9345,6.0
9347,2.0
9348,6.33333
9349,6.36364
9350,6.625
9351,4.0
9352,6.0
9354,8.42105
9355,7.0
9356,8.0
9358,9.0
9359,3.33333
9360,7.0
9361,7.0
9362,6.8
9363,1.0
9364,6.0
9365,9.0
9366,7.66667
9368,5.0
9369,10.0
9370,5.5
9371,2.5
9372,6.0
9373,7.0
9374,8.0
9376,2.0
9377,5.0
9378,7.0
9379,9.0
9380,6.79167
9382,5.66667
9384,5.5
9385,7.72727
9388,7.33333
9389,1.0
9390,7.0
9391,7.0
9393,6.0
9394,5.0
9395,5.125
9396,8.0
9397,7.0
9398,9.0
9400,6.0
9401,10.0
9402,5.0
9403,5.0
9404,7.76923
9405,6.75
9406,6.0
9407,8.0
9408,1.5
9409,7.0
9410,6.5
9411,2.0
9412,6.35714
9413,9.0
9415,8.04167
9416,9.0
9417,6.5
9418,9.0
9419,7.0
9420,7.61321
9421,7.0
9422,6.33333
9423,6.0
9424,7.0
9426,6.0
9427,7.5
9428,6.44444
9429,8.0
9431,7.25
9432,6.0
9433,7.2
9434,6.0
9435,6.0
9436,5.4
9437,4.71429
9439,4.0
9441,6.81818
9442,4.0
9444,8.0
9445,7.0
9446,5.0
9447,6.0
9449,6.0
9450,6.5
9452,6.66667
9453,5.0
9454,8.66667
9455,7.0
9456,6.5
9457,8.0
9458,4.5
9459,7.66667
9460,9.0
9461,7.0
9462,4.0
9463,3.8
9464,7.0
9465,8.0
9466,8.0
9467,8.0
9469,9.5
9470,5.0
9471,8.0
9472,6.66667
9473,8.0
9474,9.0
9475,6.0
9476,6.90323
9477,6.16667
9478,2.0
9479,3.66667
9480,7.4
9481,5.0
9482,3.0
9484,7.75
9485,8.0
9486,6.0
9487,7.6875
9488,7.0
9489,8.0
9490,8.0
9491,6.75
9492,4.5
9493,9.0
9494,6.0
9495,6.91667
9496,4.0
9498,8.33333
9499,8.0
9500,6.5
9501,6.33333
9502,6.8
9504,6.5
9505,9.0
9506,7.0
9507,8.0
9508,3.5
9509,4.0
9510,5.5
9511,7.5
9512,7.0
9513,8.0
9514,5.11111
9515,7.0
9516,6.0
9517,6.0
9519,6.5
9520,6.0
9521,2.0
9522,6.0
9523,4.07143
9524,5.16667
9525,10.0
9526,7.0
9527,8.0
9528,5.0
9529,8.0
9530,7.0
9531,5.0
9532,4.0
9533,4.42857
9534,7.125
9535,6.97674
9536,6.0
9537,10.0
9538,2.0
9539,6.0
9540,7.0
9541,5.0
9542,7.0
9543,4.5
9545,5.5
9546,7.875
9547,6.66667
9548,9.0
9549,8.0
9551,7.0
9552,6.3
9553,4.5
9554,8.4
9555,5.9375
9556,7.0
9557,10.0
9558,10.0
9559,8.0
9560,7.5
9561,6.0
9562,6.03333
9563,8.33333
9564,8.0
9565,8.0
9566,7.5
9567,7.25
9568,6.22222
9569,7.5
9570,8.5
9571,5.0
9572,1.0
9573,7.4
9574,3.0
9575,6.18182
9576,7.83333
9577,9.0
9578,5.5
9579,4.0
9580,9.0
9581,2.0
9582,6.75
9584,5.0
9585,8.0
9586,5.0
9587,10.0
9588,4.71429
9589,5.0
9591,10.0
9592,10.0
9593,9.0
9594,6.0
9595,2.0
9596,5.0
9597,8.0
9598,3.0
9599,10.0
9602,1.0
9603,8.5
9604,6.71429
9605,8.0
9607,8.08955
9608,7.25
9609,5.0
9611,6.5
9612,2.0
9613,8.6
9614,7.0
9615,2.0
9616,6.0
9617,8.0
9620,7.0
9622,2.0
9623,9.0
9624,6.0
9625,8.66667
9626,8.7
9627,5.0
9628,6.875
9629,3.0
9630,7.92857
9631,8.33333
9632,10.0
9634,6.0
9635,8.21429
9636,4.0
9637,8.0
9638,7.33333
9639,7.42857
9640,7.25
9641,7.0
9642,6.0
9644,8.0
9645,8.33333
9646,7.5
9647,4.5
9648,3.0
9650,8.0
9651,9.57143
9652,6.33333
9653,6.0
9654,3.66667
9655,8.5
9656,5.0
9657,4.33333
9658,7.0
9659,6.0
9660,8.0
9661,1.66667
9663,9.0
9664,7.0
9665,6.5
9666,7.0
9667,8.2
9669,7.54545
9670,3.0
9671,3.5
9672,7.0
9673,6.25
9674,7.0
9675,8.5
9676,6.25
9677,8.0
9678,7.0
9679,6.6
9680,7.0
9681,7.125
9682,6.5
9683,8.0
9684,9.04
9685,7.0
9686,7.0
9687,10.0
9688,5.0
9689,3.0
9690,3.68421
9691,8.0
9692,6.0
9693,7.42857
9694,6.0
9695,7.0
9697,9.0
9698,1.0
9699,7.0
9701,7.5
9702,5.5
9703,8.375
9704,7.03704
9706,4.0
9707,7.0
9708,7.0
9709,5.66667
9711,1.0
9712,9.0
9713,4.66667
9714,2.0
9715,8.0
9716,7.0
9717,6.57143
9718,7.66667
9719,10.0
9720,6.0
9721,6.0
9722,4.5
9723,7.84211
9724,3.0
9726,8.0
9728,7.2
9729,9.0
9730,7.65909
9731,7.0
9732,6.0
9733,3.0
9735,8.68627
9736,6.90909
9737,7.0
9738,6.45455
9739,10.0
9740,5.0
9743,8.0
9745,9.0
9746,10.0
9747,3.66667
9748,3.0
9749,3.8
9750,8.625
9751,9.0
9752,8.0
9753,7.0
9755,7.0
9756,6.0
9757,7.0
9758,7.0
9760,8.0
9761,5.0
9762,4.0
9763,10.0
9764,10.0
9765,8.0
9766,4.0
9767,3.0
9768,4.75
9769,9.0
9770,8.0
9771,2.0
9772,7.0
9774,8.66667
9775,1.0
9776,5.42857
9777,6.0
9779,8.0
9780,8.0
9781,6.71429
9782,5.0
9783,6.83333
9784,8.85714
9785,4.0
9786,7.0
9787,7.5
9788,1.0
9789,7.5
9790,7.0
9791,7.0
9792,6.0
9793,7.46512
9794,5.8
9795,9.0
9796,5.69231
9797,8.66667
9798,5.0
9799,4.0
9800,6.0
9801,5.0
9802,7.42857
9803,9.0
9804,6.0
9806,4.0
9807,6.33333
9808,2.0
9809,9.0
9810,9.0
9812,1.0
9813,5.0
9814,6.0
9815,6.0
9816,8.0
9817,2.0
9818,6.0
9819,8.66667
9821,7.0
9822,7.0
9823,7.0
9824,4.8
9825,4.0
9826,7.5
9828,9.0
9830,5.25
9831,7.88235
9832,8.0
9833,6.66667
9834,7.0
9835,4.0
9836,5.0
9837,9.0
9839,9.0
9840,4.46667
9841,6.2
9842,10.0
9843,7.33333
9844,8.0
9845,7.0
9846,6.0
9847,7.64286
9848,5.0
9849,1.0
9850,6.0
9851,8.0
9852,6.66667
9853,6.2
9854,8.57143
9855,6.6087
9856,5.3
9859,3.0
9861,8.0
9862,7.54545
9863,7.07692
9864,8.57143
9865,9.0
9866,7.0
9867,8.0
9868,5.0
9869,2.5
9870,7.0
9871,7.25
9872,4.5
9873,5.0
9874,7.0
9875,7.0
9876,5.0
9877,5.0
9878,6.0
9880,10.0
9881,5.2
9882,5.0
9883,6.6
9884,6.0
9885,7.25
9886,4.33333
9887,9.0
9888,5.0
9889,8.0
9890,6.0
9891,9.5
9892,7.33333
9893,8.12329
9894,5.23529
9895,6.66667
9896,5.0
9897,4.36364
9899,5.0
9900,4.26087
9901,5.0
9902,5.31818
9904,6.0
9905,6.0
9906,5.0
9907,8.0
9908,7.0
9909,8.2
9910,7.0625
9911,6.0
9912,8.0
9913,7.96703
9914,3.0
9915,7.33333
9916,7.5
9917,6.0
9919,3.0
9920,7.0
9921,5.0
9922,9.5
9924,6.5
9925,4.42857
9926,2.0
9927,7.75
9928,5.4
9929,10.0
9930,6.02128
9931,6.5
9932,4.25
9933,6.85714
9934,6.2069
9935,3.66667
9937,7.0
9938,9.0
9940,7.5
9941,7.0
9942,7.5
9943,9.0
9944,8.0
9945,2.0
9946,7.0
9947,7.0
9948,6.0
9949,7.16667
9950,9.0
9951,6.0
9952,8.0
9953,7.6
9954,4.0
9956,7.5
9957,1.0
9958,6.33333
9959,6.0
9960,7.0
9961,2.3
9962,1.33333
9963,6.0
9964,5.0
9965,5.0
9966,8.0
9968,5.5
9969,5.0
9971,7.5
9972,7.0
9973,8.0
9974,6.5
9975,5.0
9976,7.0
9977,7.6
9978,7.64286
9979,6.2
9980,5.27273
9981,3.5
9982,8.0
9983,5.4
9984,8.0
9986,7.16667
9987,8.0
9988,1.0
9989,7.0
9991,6.0
9992,7.33333
9993,3.0
9994,8.0
9995,10.0
9996,4.0
9997,7.0
9998,6.75
9999,5.0
10003,8.0
10004,7.66667
10005,4.0
10006,5.5
10007,6.33333
10008,5.0
10009,5.0
10010,7.88889
10011,6.33333
10012,7.0
10013,2.0
10014,9.0
10015,5.0
10016,6.76471
10018,9.33333
10019,9.0
10020,10.0
10021,3.5
10022,5.71429
10023,4.33333
10024,6.0
10026,7.6
10028,5.0
10029,3.14286
10030,7.8
10031,7.4
10032,6.33333
10033,6.5
10034,2.0
10035,7.0
10036,7.0
10037,3.0
10038,5.0
10039,7.0
10040,7.125
10041,7.0
10042,4.0
10043,7.0
10044,3.5
10045,6.0
10046,4.0
10047,8.25
10048,6.0
10049,4.0
10050,5.66667
10051,5.0
10052,2.0
10053,5.0
10054,3.0
10055,9.0
10056,4.5
10057,1.0
10058,8.0
10059,7.92
10060,7.5
10061,5.44444
10062,10.0
10063,5.5
10065,9.0
10066,4.0
10067,6.5
10068,5.0
10069,7.16667
10070,7.0
10071,7.0
10072,7.0
10073,7.33333
10074,10.0
10075,7.0
10076,6.55556
10078,3.33333
10079,6.5
10080,3.0
10081,6.5
10082,8.78571
10083,5.2
10084,6.0
10085,6.375
10087,6.875
10088,4.23077
10089,6.33333
10090,6.0
10091,6.4
10092,7.0
10093,5.5
10094,4.0
10095,10.0
10096,6.2
10097,4.85714
10098,7.85714
10099,6.57143
10100,1.0
10101,5.5
10102,7.0
10104,9.0
10105,7.0
10106,6.0
10107,6.0
10108,7.0
10109,6.3125
10110,7.21429
10112,7.33333
10113,6.0
10114,10.0
10115,9.25
10117,8.33333
10118,6.0
10119,9.25
10120,9.0
10121,6.5
10122,6.0
10123,9.5
10124,9.0
10125,6.66667
10126,9.0
10127,9.5
10129,6.0
10130,9.0
10131,8.0
10132,8.0
10133,8.0
10134,8.42857
10135,5.33333
10136,4.66667
10137,7.57143
10138,5.9
10141,7.0
10142,9.0
10143,10.0
10144,7.0
10145,5.0
10146,6.5
10147,10.0
10148,7.0
10149,7.33333
10150,6.0
10151,7.0
10152,8.0
10154,7.0
10155,3.0
10156,8.0
10157,4.5
10158,7.0
10159,3.66667
10160,7.33333
10161,7.25
10162,7.33333
10163,6.0
10164,6.6
10165,9.0
10166,9.0
10167,8.0
10168,5.0
10169,10.0
10170,5.625
10172,9.0
10173,7.2
10176,7.0
10177,3.0
10178,10.0
10179,6.10714
10180,5.2
10181,6.4
10184,6.55556
10185,2.0
10187,5.75
10188,7.66667
10189,8.0
10190,7.0
10191,8.0
10192,6.0
10193,6.97872
10194,6.0
10195,8.38889
10196,10.0
10197,10.0
10198,3.0
10199,6.0
10200,8.82022
10201,7.0
10202,8.0
10203,6.3871
10204,8.66667
10206,6.73913
10208,7.5
10209,7.5
10210,5.0
10211,7.0
10212,5.0
10213,1.0
10214,7.33333
10215,7.0
10216,8.0
10217,6.0
10218,6.0
10219,2.0
10220,6.0
10221,5.0
10222,6.5
10223,8.0
10224,2.0
10225,6.5
10226,4.75
10227,4.0
10228,5.72
10229,3.6
10230,1.0
10231,6.88
10233,9.0
10234,3.0
10235,9.0
10236,6.66667
10237,5.0
10238,1.0
10239,4.0
10240,7.0
10241,4.0
10242,7.0
10243,4.5
10244,5.25
10245,6.88889
10246,6.52632
10248,1.0
10249,8.0
10250,6.0
10251,5.0
10253,8.0
10254,6.0
10255,9.0
10256,6.0
10257,6.85714
10258,7.35714
10259,10.0
10260,3.2
10261,7.2381
10262,7.09756
10263,7.0
10264,3.5
10265,10.0
10266,8.33333
10267,9.0
10268,5.33333
10270,9.0
10271,5.78947
10272,5.0
10273,6.0
10274,9.0
10275,6.5
10276,6.66667
10277,6.66667
10278,7.68182
10279,7.0
10280,8.0
10281,4.66667
10282,7.0
10284,6.5
10285,5.0
10286,7.5
10287,6.0
10288,4.0
10289,10.0
10290,7.0
10291,5.25
10292,5.0
10293,2.5
10294,6.0
10295,6.66667
10296,10.0
10297,5.0
10298,7.0
10299,6.18182
10300,7.53333
10301,7.76923
10303,6.0
10304,8.0
10305,7.26667
10306,8.5
10307,6.57143
10308,10.0
10309,7.0
10310,3.0
10312,1.0
10313,6.0
10314,9.0
10315,7.0
10316,7.0
10317,6.66667
10319,2.0
10320,5.83333
10321,5.5
10322,6.66667
10323,6.0
10324,4.0
10325,7.0
10326,5.0
10328,7.0
10329,5.33333
10330,6.75
10331,6.5
10332,5.0
10333,8.0
10334,8.0
10335,8.0
10336,6.0
10337,7.5
10339,1.0
10340,10.0
10342,6.9
10343,8.0
10344,9.0
10345,8.0
10346,6.85714
10347,5.0
10350,5.0
10351,3.88889
10352,6.0
10353,7.0
10354,9.0
10355,1.0
10356,5.88235
10357,9.0
10358,10.0
10359,6.0
10360,6.0
10362,5.0
10363,3.0
10364,4.85714
10365,8.66667
10368,5.88889
10369,5.0
10370,6.0
10371,2.0
10372,7.18182
10373,8.0
10374,7.0
10376,10.0
10378,3.6
10379,8.33333
10381,7.0
10382,5.75
10387,9.0
10388,6.0
10389,7.0
10390,5.5
10391,6.0
10392,1.0
10393,4.0
10394,7.5
10395,7.0
10396,8.0
10398,5.0
10401,1.0
10402,6.21429
10403,8.0
10404,7.0
10405,7.28571
10406,8.0
10407,1.0
10408,9.0
10409,7.0
10410,8.2
10411,6.5
10412,9.0
10413,6.41935
10414,5.0
10415,7.70968
10416,8.0
10417,5.0
10419,5.125
10420,5.0
10422,9.0
10423,7.66667
10424,6.33333
10425,6.0
10426,6.0
10427,8.13333
10428,6.0
10429,5.0
10430,6.2
10431,2.5
10432,2.0
10433,10.0
10434,4.0
10435,6.5
10437,6.4
10438,6.0
10439,8.0
10440,8.0
10441,5.5
10442,8.0
10443,7.6
10444,7.75
10446,8.94681
10447,8.0
10448,6.6
10449,7.0
10450,8.0
10452,8.25714
10453,4.5
10454,6.4375
10456,7.0
10458,8.0
10459,7.0
10460,8.0
10462,5.0
10463,6.0
10464,7.0
10465,7.0
10466,5.0
10467,9.0
10468,5.5
10469,7.17647
10470,1.0
10471,7.0
10472,1.0
10473,7.0
10474,8.0
10475,7.5
10476,5.8
10477,7.25
10478,1.5
10480,9.0
10482,4.66667
10483,6.5
10484,3.0
10485,7.5
10486,6.33333
10487,9.0
10488,6.35088
10489,5.0
10490,7.0
10491,7.72727
10492,6.0
10493,8.0
10495,8.5
10496,6.0
10497,9.0
10498,7.0
10500,6.66667
10501,3.0
10502,7.5
10503,9.0
10505,8.0
10507,3.5
10509,7.0
10510,3.5
10511,7.875
10512,9.0
10513,8.0
10514,7.625
10515,6.2
10516,7.0
10517,8.71429
10518,7.25
10519,3.0
10520,6.0
10521,5.5
10522,5.25
10523,3.0
10524,7.33333
10526,7.0
10528,9.0
10529,6.0
10530,7.0
10531,2.0
10532,6.0
10533,5.0
10534,7.0
10536,4.0
10537,10.0
10538,10.0
10539,5.0
10540,9.66667
10541,6.0
10542,5.2069
10543,7.0
10545,8.25
10546,8.25
10547,7.25
10548,8.08333
10549,6.0
10550,7.33333
10551,9.33333
10552,6.0
10553,5.0
10554,9.0
10555,4.0
10556,4.0
10557,3.33333
10558,9.0
10559,5.75
10560,5.0
10561,9.0
10562,3.78261
10563,6.0
10564,6.0
10565,7.0
10567,6.0
10568,7.55556
10569,6.9
10570,10.0
10571,6.0
10572,7.0
10573,6.88235
10574,7.6
10575,7.0
10576,6.21951
10577,5.5
10578,7.0
10579,5.0
10580,5.66667
10582,10.0
10583,10.0
10584,7.8
10585,8.0
10587,5.0
10588,5.0
10589,2.0
10590,7.2
10591,2.0
10592,6.66667
10593,7.0
10595,7.0
10596,6.0
10597,3.0
10599,8.0
10600,5.0
10601,8.0
10602,10.0
10603,9.0
10604,8.0
10605,3.0
10607,1.0
10608,5.66667
10609,8.0
10610,9.0
10611,7.5
10612,6.4
10614,7.5
10615,9.0
10616,6.5
10617,8.0
10618,7.25
10619,5.25
10620,5.4
10621,7.66667
10622,6.5
10623,8.0
10624,6.0
10625,7.86667
10626,5.0
10627,6.8
10628,6.0
10629,10.0
10630,7.0
10631,7.5
10632,8.0
10633,8.0
10634,7.0
10635,5.0
10636,5.0
10637,6.0
10638,8.0
10639,5.0
10640,8.33333
10641,6.0
10642,5.80488
10643,6.5
10644,7.03846
10645,7.28205
10646,9.0
10647,3.0
10648,5.0
10649,8.0
10650,3.5
10651,2.0
10652,5.0
10654,1.0
10655,6.0
10656,7.33333
10657,5.5
10658,7.66667
10659,7.0
10660,6.0
10661,6.2
10662,4.75
10663,8.0
10664,5.66667
10665,8.5
10666,6.0
10667,5.0
10669,8.25
10670,7.0
10671,5.0
10672,8.68
10673,6.0
10675,1.0
10676,2.0
10677,8.16667
10678,7.25
10679,4.84615
10680,4.0
10681,10.0
10682,8.0
10683,10.0
10684,8.0
10685,7.6125
10686,9.0
10688,7.0
10689,5.91667
10690,7.66667
10693,7.5
10694,5.16667
10695,2.0
10696,7.5
10697,5.0
10698,6.5
10700,1.0
10701,8.43636
10702,9.0
10703,9.0
10704,6.5
10705,7.75
10706,3.2
10707,6.0
10708,1.0
10709,5.0
10711,9.0
10712,6.4375
10713,8.0
10714,7.0
10715,8.22222
10716,8.0
10717,6.5
10718,9.0
10719,6.0
10721,7.6
10722,9.8
10723,8.0
10724,3.0
10726,6.0
10728,9.0
10729,6.0
10730,5.5
10732,3.5
10733,8.0
10734,6.86207
10735,7.25
10736,6.52941
10737,7.0
10739,8.0
10740,7.0
10741,7.14286
10744,7.0
10745,7.5
10746,8.0
10747,7.33333
10748,2.0
10749,5.625
10750,1.0
10751,7.0
10752,9.22222
10753,5.0
10754,8.0
10755,4.0
10757,7.66667
10758,7.5
10759,7.0
10760,7.0
10761,2.0
10763,6.0
10765,8.5
10766,7.5
10767,5.42857
10768,8.0
10769,6.7
10770,1.0
10771,10.0
10772,7.0
10773,1.0
10774,6.83333
10775,3.0
10776,7.0
10779,8.0
10781,1.0
10782,8.33333
10783,7.6
10784,4.0
10785,7.0
10786,6.0
10787,9.0
10788,8.28571
10789,7.5
10790,4.0
10791,3.0
10792,5.0
10793,3.0
10794,6.6
10795,6.0
10796,8.28571
10797,10.0
10798,8.27778
10799,6.0
10800,9.0
10801,8.875
10802,7.77778
10803,4.6
10805,3.0
10806,5.5
10807,5.0
10808,5.25
10809,4.0
10810,5.5
10811,4.0
10812,7.5
10813,4.5
10814,6.0
10815,6.33333
10816,9.0
10817,5.0
10819,6.66667
10820,6.0
10821,9.0
10822,7.36364
10823,5.0
10824,9.0
10825,5.8
10826,7.0
10827,7.0
10828,7.0
10829,6.0
10830,9.0
10831,8.0
10832,6.0
10833,6.0
10834,5.625
10835,5.0
10836,3.0
10837,9.0
10838,6.0
10839,6.0
10840,7.0
10842,5.4
10843,5.0
10844,5.0
10846,3.0
10847,7.66667
10848,6.0
10849,6.0
10850,8.14286
10851,5.0
10852,7.0
10853,10.0
10854,7.5
10855,1.0
10856,7.0
10857,10.0
10858,4.5
10859,8.47368
10860,7.875
10861,4.0
10863,3.66667
10864,6.0
10865,6.18182
10866,8.0
10867,8.0
10868,6.33333
10869,7.0
10870,1.0
10871,7.33333
10872,8.0
10873,7.0
10874,8.0
10875,7.0
10876,6.0
10877,8.0
10878,6.0
10879,7.0
10880,6.0
10881,4.5
10882,10.0
10884,5.0
10885,7.5
10886,2.0
10887,3.66667
10888,7.5
10889,9.0
10890,5.0
10892,8.0
10893,8.33333
10894,2.0
10895,6.0
10896,5.0
10897,6.0
10898,6.5
10899,3.0
10900,7.66667
10901,2.0
10902,4.0
10903,9.0
10904,8.0
10905,3.66667
10907,7.75
10908,4.5
10909,6.0
10910,6.5
10912,8.0
10913,7.0
10914,8.0
10915,6.85714
10916,8.0
10917,7.0
10918,2.0
10919,8.5
10921,8.5
10923,5.5
10924,4.33333
10925,6.0
10926,7.0
10927,7.71429
10928,6.0
10930,6.0
10931,3.0
10932,4.0
10933,7.0
10934,5.33333
10935,8.0
10936,9.0
10937,3.0
10938,7.5
10940,10.0
10941,5.0
10942,1.0
10943,8.0
10944,9.0
10945,8.0
10946,7.28571
10947,5.75
10948,7.0
10949,8.0
10951,7.14286
10952,6.5
10953,8.0
10955,5.66667
10956,5.33333
10957,8.25
10958,7.0
10959,9.0
10960,10.0
10961,8.25
10962,8.0
10963,6.75676
10964,6.66667
10965,8.0
10966,7.5
10969,6.5
10970,5.0
10971,10.0
10972,1.0
10973,6.0
10974,9.0
10976,6.5
10977,4.5
10978,6.0
10979,8.90909
10980,8.0
10981,3.0
10982,7.0
10983,7.0
10985,10.0
10986,8.0
10987,8.0
10988,7.71429
10989,5.0
10991,6.0
10992,4.0
10993,8.0
10994,8.0
10995,7.0
10996,7.33333
10997,9.0
10998,1.0
11000,4.0
11001,6.0
11002,7.0
11003,10.0
11004,10.0
11005,7.88889
11008,5.0
11009,6.0
11010,7.58333
11012,8.10256
11013,7.5
11014,5.0
11015,6.0
11016,8.0
11017,7.0
11018,4.0
11019,7.0
11020,6.0
11021,5.4
11022,6.5
11023,5.4
11025,10.0
11026,7.0
11027,4.4
11029,5.6
11030,2.0
11031,10.0
11032,10.0
11033,7.0
11035,9.0
11036,7.0
11037,1.0
11038,8.33333
11039,8.0
11040,5.16667
11041,6.41667
11042,5.27273
11043,6.18182
11045,6.5
11046,7.0
11047,6.8
11048,7.5
11050,4.5
11051,7.5
11052,6.33333
11053,10.0
11054,6.5
11056,7.0
11058,7.25
11059,7.5
11060,6.0
11061,2.0
11062,4.0
11064,6.75
11065,6.0
11066,6.0
11067,8.0
11068,4.0
11069,6.0
11070,8.21429
11071,3.5
11072,8.4
11073,6.33333
11074,3.0
11075,2.0
11078,7.0
11079,10.0
11080,5.2
11081,6.92857
11082,5.84615
11083,7.25
11085,6.4
11086,7.0
11087,1.0
11088,6.25
11089,8.5
11090,3.25
11091,5.0
11092,7.6
11094,7.5
11095,4.0
11097,6.0
11099,7.0
11100,4.5
11101,7.0
11102,8.0
11103,4.0
11104,9.4
11105,3.0
11106,6.0
11107,7.25
11108,8.0
11109,8.83784
11110,9.0
11111,7.42857
11112,7.0
11113,7.0
11114,10.0
11115,2.0
11116,6.63636
11117,6.0
11118,4.0
11119,7.0
11120,7.0
11121,7.0
11122,6.0
11123,5.0
11124,9.0
11125,1.0
11126,6.21429
11127,7.0
11128,8.29412
11129,1.0
11130,4.0
11131,7.32353
11132,7.33333
11133,8.0
11134,7.0
11135,6.0
11136,4.0
11137,5.4
11139,9.0
11140,4.0
11141,8.25
11142,6.33333
11143,7.0
11144,6.21429
11145,4.0
11146,5.0
11147,7.08333
11148,4.0
11149,4.66667
11150,10.0
11151,8.33333
11152,5.0
11153,5.71429
11154,5.0
11155,9.5
11156,8.66667
11157,9.0
11158,7.0
11159,9.0
11160,7.11111
11161,5.66667
11162,8.5
11163,5.5
11164,5.0
11165,4.8
11166,5.5
11167,7.0
11168,10.0
11169,5.0
11170,10.0
11171,6.0
11172,8.0
11173,2.0
11174,7.0
11175,6.0
11176,7.375
11177,5.0
11178,9.0
11179,5.0
11180,5.75
11181,6.75
11182,1.0
11183,8.4
11184,8.0
11186,5.0
11187,8.0
11188,7.0
11189,7.0
11190,8.0
11191,2.0
11192,5.0
11194,5.0
11195,6.0
11196,8.0
11197,6.0
11199,6.0
11200,8.5
11201,5.0
11203,5.0
11204,7.0
11205,4.66667
11206,7.0
11208,8.5
11209,7.0
11210,6.0
11211,6.0
11213,8.0
11214,5.5
11215,6.5
11217,1.0
11218,7.0
11219,7.625
11220,10.0
11221,8.0
11223,7.0
11224,4.0
11226,4.75
11227,1.0
11228,6.0
11229,8.0
11230,3.66667
11231,5.0
11232,3.5
